title,author,publisher,category,publish_date,description
나를 소모하지 않는 현명한 태도에 관하여,"Nollke, Matthias",퍼스트펭귄,189.2. N6나,2023,
여름 피치 스파클링,차정은,다이브,811.7. 차73여,2025,
좋은 사람 도감,묘엔 스구루,서교책방,838. 묘63조,2025,
"이상문학상 작품집. 2025(제48회), 그 개와 혁명",예소연,다산책방,813.6082. 예55그,2025,
마침내 멸망하는 여름,정,부크크(BOOKK),811.7. 정73마,2024,
산 루이스 레이의 다리,"Wilder, Thornton Niven",클레이하우스,843.5. W5사,2025,
마중도 배웅도 없이 : 박준 시집,박준,창비,811.7. 박77마,2025,
"자존감도둑 : 자기비난, 완벽주의에 무너지지 않는 건강한 자기애 처방전",이준용,은행나무,182.1. 이77자,2025,
사물의 투명성: 경험의 본질을 관조하다,"Spira, Rupert",퍼블리온,189.1. S62사,2025,
사랑과 결함: 예소연 소설,예소연,문학동네,813.7. 예55사,2025,
내가 사랑한 예술가들 : 창작은 삶의 격랑에 맞서는 가장 우아한 방법이다,"Peppiatt, Michael",Designhouse(디자인하우스),600.99. P4내,2025,
빛과 실,한강,문학과지성사,814.7. 한11비,2025,
나는 왜 마음이 아플까 : 그림 그리는 정신과 의사의 상담 일기,전지현,시원북스,186.3. 전79나,2025,
길 위의 뇌 : 뇌를 치료하는 의사 러너가 20년 동안 달리면서 알게 된 것들,정세희,한스미디어,511.1813. 정53기,2024,
그거 사전 : 대체로 즐겁고 가끔은 지적이며 때로는 유머러스한 사물들의 이야기,홍성윤,인플루엔셜,031. 홍53그,2024,
현대사상 입문,지바 마사야,Arte(북이십일 아르테),166.8. 지41혀,2023,
최강록의 요리 노트,최강록,클,594.504. 최11초,2023,
(만성염증과 독소 잡는) 쿡언니네 채소 항염식 = Veggie recipe,이재연,레시피팩토리,594.677. 이72쿠,2025,
단 한 번의 삶,김영하,복복서가,814.7. 김64다,2025,
환율의 대전환 : 경제 질서의 변곡점에서 글로벌 통화의 미래를 말하다,오건영,포레스트북스,327.94. 오13호,2025,
혼모노,성해나,창비,813.7. 성92호,2025,
듀얼 브레인 : AI 시대의 실용적 생존 가이드 = Dual brain,"Mollick, Ethan",상상스퀘어,331.5412. M6듀,2025,
(엔비디아 젠슨 황) 생각하는 기계,"Witt, Stephen",알에이치코리아,325.099. W5새,2025,
(0세부터 시작하는) 감정조절 아기훈육법 : 말이 아닌 행동으로 아기와 소통하는 0~5세 육아의 기본 필독서,김수연,시공사,598.122. 김57가,2024,
히든 픽처스,"Rekulak, Jason",문학수첩,843.6. R4히,2024,
부의 전략 수업: 돈에 휘둘리지 않고 살아남는 15가지 시스템,"Podolsky, Paul",필름(Feelm),325.04. P6부,2025,
기억한다는 착각 : 나는 왜 어떤 것은 기억하고 어떤 것은 잊어버릴까,"Ranganath, Charan",김영사,181.4. R3기,2025,
단 3개의 미국 ETF로 은퇴하라 : 원하는 삶을 앞당기는 돈 자동 사냥 시스템,김지훈,리더스북,327.856. 김79다,2025,
워런 버핏 웨이,"Hagstrom, Robert G",상상스퀘어,327.8. H3우,2025,
글쓰기 생각쓰기 : 좋은 글은 어떻게 만들어지는가,"Zinsser, William Knowlton",돌베개,802. Z5그,2025,
망원동 브라더스,김호연,나무옆의자,813.7. 김95마,2024,
안녕이라 그랬어: 김애란 소설,김애란,문학동네,813.7. 김62아,2025,
누군가를 이토록 사랑한 적 : 이병률 시집,이병률,문학과지성사,811.7. 이44누,2024,
심장보다 단단한 토마토 한 알,고선경,열림원,811.6. 고53시,2025,
맥킨지의 로지컬 라이팅: 비즈니스를 위한 논리적 글쓰기 도감,아카바 유지,유엑스리뷰,802. 아821매,2025,
아들의 뇌: 딸로 태어난 엄마들을 위한 아들 사용 설명서,곽윤정,포레스트북스,598.132. 곽67아,2022,
GAPS 다이어트: 만성질환 자연치료 식이요법 갭스,"Campbell-McBride, Natasha",Gyumx(겸엑스),512.54. C3G,2024,
그때 뽑은 흰머리 지금 아쉬워: 노인들의 일상을 유쾌하게 담다,이지수,포레스트북스,831. 포847그,2025,
하루 한 장 컬러의 법칙 100,"Westland, Stephen",유엑스리뷰,658. W4하,2024,
(삐뽀삐뽀 119) 소아과,하정훈,유니책방,516.9. 하73소,2024,
티핑 포인트의 설계자들 : 빅 트렌드의 법칙과 소셜 엔지니어링의 비밀,"글래드웰, 말콤",비즈니스북스,331.541. G57티,2025,
사랑은 하트 모양이 아니야 : 김효인 단편집,김효인,안전가옥,813.7. 김96사,2025,
사랑하고 선량하게 잦아드네 : 유수연 시집,유수연,문학동네,811.7. 유57사,2025,
"엄마, 나는 자라고 있어요 : 0~20개월까지, 꼬마 아인슈타인을 위한 두뇌육아법","Vanderijt, Hetty",북폴리오,598.122. V3어,2019,
오역하는 말들: 황석희 에세이,황석희,북다,814.7. 황53오,2025,
새 우정을 찾으러 가볼게,박규현,문학동네,811.7. 박17새,2025,
왓츠 유어 드림,"Squibb, Simon",북파머스,108. S63오,2025,
엄마의 말 연습 : 화내지 않고 사랑하는 마음을 오롯이 전하는 39가지 존중어 수업,윤지영,카시오페아,598.1. 윤79어,2023,
마음 지구력 : 삶의 경로를 재탐색하는 발칙한 끈기에 대한 이야기 = Mental endurance,윤홍균,21세기북스(북이십일 21세기북스),189.1. 윤95마,2024,
빅 사이클,"Dalio, ray",한빛비즈,327.8. D3비,2025,
(삐뽀삐뽀 119) 이유식: 소아청소년과 전문의 하정훈이 전하는 건강한 아가 밥상,하정훈,유니책방,594.62. 하73이,2025,
부재하는 형상들이 있는 풍경,"Jaccottet, Philippe",난다,864. J3부,2024,
정의의 사람들,"Camus, Albert",민음사,860. C3저,2025,
(삐뽀삐뽀 119) 우리 아가 모유 먹이기,정유미,유니책방,598.23. 정67우,2018,
이름 없는 여자의 여덟 가지 인생 : 이미리내 장편소설,이미리내,위즈덤하우스,843.6. 이39이,2024,
레트로 게이밍 : 가이드북,"Barnes, Joe",서울문화사,691.15. B3레,2025,
그들도 있었다: 한국 근현대 미술을 만든 여성들. 1,윤난지,나무연필,609.11. 윤211그 v.1,2024,
그들도 있었다: 한국 근현대 미술을 만든 여성들. 2,윤난지,나무연필,609.11. 윤211그 v.2,2024,
매너의 역사 : 품격은 어떻게 만들어지는가,설혜심,휴머니스트출판그룹,385. 설94매,2024,
"모든 것은 예측 가능하다 : 진단검사에서 뇌의 작동 원리까지, 세상을 설명하는 베이즈 정리의 놀라운 힘","Chivers, Tom",김영사,413.8. C48모,2025,
패권의 비밀: 4차 산업혁명 시대 패권의 향방을 보여주는 역작,김태유,서울대학교출판문화원,321.93. 김832패,2018,
(대체로 해롭지 않은) 이중차분법 = Difference-in-differences,박상곤,경문사,HB139. 강811이,2025,
Principles of Cyber-Physical Systems : An Interdisciplinary Approach,"Roy, Sandip",Cambridge University Press,TJ213. R6P,2020,
오십에 읽는 노자 : 오십부터는 인생관이 달라져야 한다,박영규,원앤원북스,152.222. 박64오,2023,
(UML 패턴 자바를 이용한) 객체 지향 소프트웨어 공학,"Bruegge, Bernd",휴먼싸이언스,QA76.758. B7개,2014,
(쉽게 배우는) 기본 유체역학,유주식,교육과학사,TA357. 유77기,2021,
Skeptic,바다출판사,바다출판사,,2015,
(생성형 AI를 위한) 컴퓨터 비전 : 파이토치를 활용한 딥러닝과 비전 생성 모델,최재웅,비제이퍼블릭,TA1634. 최72커,2024,
Modern time series forecasting with Python : explore industry-ready time series forecasting using modern machine learning and deep learning,"Joseph, Manu",Packt,QA280. J6M,2024,
Time series forecasting in Python,"Peixeiro, Marco",Manning Publications Co,QA280. P4T,2022,
"RAG 시스템 구축을 위한 랭체인 실전 가이드 : LLM 기초부터 모델 API, 벡터 DB, 임베딩, AI Agent 까지",윤성재,루비페이퍼,Q336. 윤53R,2024,
Intelligent spectrum management : towards 6G,"Iyer, Sridhar",Wiley‑IEEE Press,TK6553. L9I,2025,
The End of Telecoms History,"Webb, William",Independently published,TK5103.252. W54E,2024,
The 6G Manifesto,"Webb, William",Independently published,TK5103.252. W54S,2024,
Computer Systems : A Programmer`s Perspective,"Bryant, Randal E",Prentice Hall PTR,QA76.5. B7C,2003,
Computer Systems : A Programmer's Perspective,"Bryant, Randal",Pearson,QA76.5. B7C,2015,
F# in action : a revised edition of Get programming with F#,"Abraham, Isaac",Manning Publications,QA76.73.F16. A2F,2024,
Mastering F# Programming : An In-Depth Exploration of Functional Programming Techniques,"Trex, Nova",Independently published,QA76.73.F16. T7M,2024,
"혼자 만들면서 공부하는 딥러닝 : 이미지/텍스트 분류 및 요약, 전이 학습, 트랜스포머까지 20개 딥러닝 모델 구현하기",박해선,한빛미디어,Q325.73. 박92호,2025,
"Designing Distributed Systems : patterns and paradigms for scalable, reliable systems using Kubernetes","Burns, Brendan",O'Reilly Media,QA76.9.D5. B87D,2025,
머신 러닝 교과서. 파이토치편,"Raschka, Sebastian",길벗,Q325.5. R3머,2023,
딥러닝 파이토치 교과서 = Deep Learning with PyTorch,서지영,길벗,Q325.5. 서796딥,2022,
(온프레미스 환경에서) 도커 & 쿠버네티스 : 기초편,천상훈,B.C. Info,QA76.585. 천51도,2025,
"처음부터 제대로 배우는 도커/쿠버네티스 컨테이너 개발과 운영 : 컨테이너 기초부터 배포, 앱 구축, 패키징, 클라우드 운영, CD 자동화까지 실무 활용법 한 권으로 끝내기",야마다 아키노리,제이펍,QA76.585. 야31처,2025,
쿠버네티스로 구현하는 머신러닝 : 오픈소스 기반 머신러닝 플랫폼 구축과 활용,"Masood, Faisal",에이콘,Q325.5. M3쿠,2024,
구상회화의 포커스 1 = Focus of Figurative Art,이상훈,미예문,640. 이51구 v.1,2016,
구상회화의 포커스 2 = Focus of Figurative Art,이상훈,미예문,640. 이51구 v.2,2016,
컴퓨터 구조 및 설계 : 하드웨어 / 소프트웨어 인터페이스,"Patterson, David A",한티미디어,QA76.9.C643. P3컴,2022,
쿠버네티스 완벽 가이드,마사야 아오야마,길벗,QA76.585. 마51쿠,2021,
모던 자바스크립트 Deep dive: 자바스크립트의 기본 개념과 동작 원리,이웅모,위키북스,QA76.73.J39. 이67모,2021,
젠킨스 2 시작하기 : 개발 파이프라인 자동화의 한 단계 도약,브렌트 래스터,에이콘,QA76.73.J45. L3젠,2019,
테스트서명,,테스트출판,020 테57터,,
국제통상론 : 자유 무역의 도전,"Krueger, Anne O",박영사,HF1411. K7구,2025,
경제안보와 통상리스크 : 국제통상질서의 대전환과 한국의 생존전략은? = Economic security and business risks,최석영,박영사,HF1411. 최53겨,2025,
Semiconductor devices for high-speed optoelectronics,"Ghione, Giovanni",Cambridge University Press,TK8320. G48S,2009,
화폐 전쟁 1 = Currency Wars,쑹훙빙,랜덤하우스코리아,327.209. S6화,2008,
(2025년 최신) ChatGPT 활용 사례,이은상,부크크,HF5548.4. M3쿠,2025,
(쉽게 배우는) 소프트웨어 공학 = Software engineering,김치수,한빛아카데미,QA76.758. 김819소,2021,
착한사람을 그만두면 인생이 편해진다 : 남에게 휘둘리지 않고 내 삶을 지키는 자기주장의 심리학,Damon Zahariades,홍익출판사,189.2. Z3차,2019,
(시작하세요!) C# 12 프로그래밍 : 기본 문법부터 실전 예제까지,정성태,위키북스,,2024,
TSMC와 트럼프 이펙트 : 대격변 예고,콜리 황,경이로움,569.4. H87T,2025,
"피를 마시는 새 .: 이영도 판타지 장편소설 1, 황제 사냥꾼",이영도,황금가지,813.608. 이64피 v.1,2018,
뇌파의 이해와 응용 = Understanding and application of EEG,대한뇌파신경생리학회,학지사,RC386.6.E43. 대91노,2017,
UAV Communications for 5G and Beyond,Yong Zeng,IEEE Press/John Wiley & Sons,TK5103.2. Z4U,2021,
찰리 멍거 바이블 : 현인들의 현자 멍거가 알려주는 투자와 삶의 지혜,김재현,에프엔미디어,327.856. 김72차,2023,
(어떤 하락장에서도 살아남을 수 있는) 시장 불변의 법칙 = The 23 immutable laws of market,장지웅,여의도책방,327.856. 장79시,2023,
"국내외 스마트카, 스마트 모빌리티 개발동향과 사업전략: 커넥티드/자율주행 기술",데이코산업연구소,데이코인텔리전스,MR-2023-009,2023,
벌거벗을 용기 : 인생의 전환점에 가져야 할 한 가지,김경록,흐름출판,199.7. 김14버,2019,
데이터베이스 개론,김연희,한빛아카데미,QA76.9.D3. 김64데,2022,
(제품 디자이너와 3D 프린팅 모델링을 위한) 라이노8 독학하기,황정행,성안당,TS171.4. 황73라,2024,
2025 7·9급 데이터베이스론 기출문제집 : 전산직·데이터직 공무원 수험서의 Bible,김강현,지안에듀,QA76.9.D3. 김116데,2025,
그래스하퍼를 활용한 파라메트릭 디자인 grasshopper++,김민석,대가,NA2728. 김39그,2017,
Go言語で構築するクリーンアーキテクチャ設計,"上田, 裕耀",インプレス NextPublishing,QA76.76.A65. 우63G,2024,
ITロードマップ 2025年版,野村総合研究所 IT基盤技術戦略室,東洋経済新報社,HD30.2. 노372I,2025,
Learning OpenStack Networking : build a solid foundation in virtual networking technologies for OpenStack-based clouds,"Denton, James",Packt Publishing,TK5105.875.I57. D45L,2018,
"사피엔스 : 유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문","Harari, Yuval Noah",김영사,909. H3사,2015,
NTTの叛乱 : 「宿命を背負う巨人」は生まれ変わるか,"堀越, 功",日経BP,HD9696.T452. 호239N,2024,
Cursor完全入門 : エンジニア&Webクリエイターの生産性がアップするAIコードエディターの操り方,リブロワークス,インプレス,QA76.76.C65. 리48C,2025,
AI白書 2025 生成AIエディション,"岩澤, 有祐",KADOKAWA,Q335. 이66A,2025,
やさしく学ぶLLMエージェント : 基本からマルチエージェント構築まで,"井上, 顧基",オーム社,QA76.9.A43. 이215야,2025,
メタトレンド投資 : 10倍株・100倍株の見つけ方,"中島, 聡",徳間書店,327.87. 나821메,2025,
人が壊れるマネジメント : プロジェクトを始める前に知っておきたいアンチパターン50,"橋本, 将功",ソシム,HD69.P75. 하59사,2025,
天才たちの未来予測図,"高橋, 弘樹",マガジンハウス,HM621. 다821처,2022,
"OpenStack Cookbook : manage compute, storage and networking through single interface","Halquin, Jorven",GitforGits,QA76.9.C55. H34O,2024,
Generative AI with Kubernetes : implementing secure and observable AI infrastructure to deliver reliable AI applications,"Baier, Jonathan",BPB Publications,QA76.9.A43. B339G,2025,
Implementing Cloud Computing Services with OpenStack,"Hoyos, Frederick",LAP LAMBERT Academic Publishing,QA76.585. H6I,2023,
"Mastering OpenStack : implement the latest techniques for designing and deploying an operational, production-ready private cloud","Khedher, Omar",Packt Publishing,QA76.585. K48M,2024,
シリコンバレー一流プログラマーが教える Goプロフェッショナル大全,酒井 潤,KADOKAWA,QA76.73.G63. 준51시,2024,
Go言語で学ぶ並行プログラミング : 他言語にも適用できる原則とベストプラクティス,"Cutajar, James",インプレス,QA76.73.G63. C8G,2024,
TCP/IP技術入門,"中山, 悠",技術評論社,TK5105.585. 나821T,2024,
22世紀の資本主義 : やがてお金は絶滅する,"成田, 悠輔",文藝春秋,HB501. 나239이,2025,
ITナビゲーター. 2025年版,野村総合研究所 ICT・コンテンツ産業コンサルティング部,東洋経済新報社,HD30.2. 노37I,2024,
ソフトウェアデザイン. 2025年1月号,Software Design編集部,技術評論社,QA76.6. S6소 v.2501,2024,
ソフトウェアデザイン. 2024年12月号,Software Design編集部,技術評論社,QA76.6. S6소 v.2412,2024,
AI 공감 대화,정유남,커뮤니케이션북스,BF637.C45. 정67A,2024,
플루타르코스 영웅전. 1,Plutarchos,을유문화사,992.1. P57프 v.1,2021,
집에서 혼자 죽기를 권하다 : 건강하게 살다 가장 편안하게 죽는 법,우에노 지즈코,동양북스,332.277. 우63집,2022,
플루타르코스 영웅전. 2,Plutarchos,을유문화사,992.1. P57프 v.2,2022,
플루타르코스 영웅전. 3,Plutarchos,을유문화사,992.1. P57프 v.3,2022,
